Time,X,Y,Z
1622905667949,-0.019017855,0.036328983,1.017242
1622905667990,-0.018530218,0.028770601,0.99188477
1622905668033,-0.018774036,0.028770601,0.9940791
1622905668075,-0.018774036,0.029989695,0.99481064
1622905668122,-0.019261673,0.031208787,0.99456674
1622905668166,-0.023894228,0.03291552,1.0018812
1622905668207,-0.022918954,0.03340316,1.006514
1622905668248,-0.019505491,0.028282965,0.9989555
1622905668291,-0.019749312,0.031452607,0.9940791
1622905668332,-0.019017855,0.03242788,0.99212855
1622905668377,-0.019261673,0.031696424,0.99139714
1622905668419,-0.018774036,0.029745877,0.99505436
1622905668461,-0.021212224,0.028526783,0.9933477
1622905668501,-0.025844777,0.022918954,1.0447935
1622905668543,-0.022918954,0.024869503,1.0101712
1622905668584,-0.017311124,0.029258238,0.9982241
1622905668635,-0.019505491,0.026820054,0.98676455
1622905668676,-0.016823487,0.037304256,0.96603996
1622905668726,-0.019505491,0.029989695,1.0004184
1622905668772,-0.020480767,0.035109885,0.98140055
1622905668815,-0.022187497,0.03291552,1.0245565
1622905668863,-0.012190933,0.035109885,0.98383874
1622905668905,-0.020968404,0.033890795,1.000906
1622905668947,-0.020968404,0.03218406,1.0028566
1622905668989,-0.020236949,0.027307691,0.9818882
1622905669031,-0.019261673,0.03291552,0.9904219
1622905669073,-0.01999313,0.029502057,0.99919933
1622905669115,-0.020236949,0.015604394,1.0550338
1622905669157,-0.020480767,0.03559752,0.99432296
1622905669207,-0.020236949,0.028526783,0.9926162
1622905669252,-0.019749312,0.030964969,0.9960297
1622905669293,-0.019505491,0.031452607,0.99529827
1622905669336,-0.020480767,0.031452607,0.9970049
1622905669378,-0.017554943,0.029989695,0.99383533
1622905669419,-0.020236949,0.03072115,0.9926162
1622905669459,-0.020236949,0.031940244,0.9906657
1622905669500,-0.01779876,0.03072115,0.9926162
1622905669541,-0.026332414,0.040230077,1.0155351
1622905669585,-0.019017855,0.029502057,0.98700845
1622905669626,-0.018774036,0.02901442,0.9906657
1622905669669,-0.021212224,0.02901442,0.9972488
1622905669710,-0.02194368,0.03218406,0.9965173
1622905669752,-0.024138046,0.030477332,0.9826197
1622905669794,-0.018530218,0.028282965,0.9965173
1622905669836,-0.01999313,0.036328983,0.97847474
1622905669876,-0.019017855,0.027063873,0.9911533
1622905669925,-0.02194368,0.027307691,1.0089521
1622905669968,-0.020724585,0.033646975,0.9960297
1622905670013,-0.023406591,0.031696424,0.9882275
1622905670058,-0.019505491,0.027795328,0.9874961
1622905670103,-0.02169986,0.028282965,0.9965173
1622905670144,-0.0182864,0.029989695,0.99139714
1622905670192,-0.019749312,0.031940244,0.9940791
1622905670234,-0.023162773,0.028282965,0.9979802
1622905670275,-0.025600959,0.03559752,1.0664933
1622905670316,-0.022431316,0.038523346,0.9933477
1622905670358,-0.01999313,0.031940244,0.98944664
1622905670408,-0.0182864,0.029745877,1.0031004
1622905670450,-0.021212224,0.028039146,0.98969036
1622905670492,-0.019017855,0.035841342,0.9935915
1622905670535,-0.027307691,0.039010983,1.0028566
1622905670575,-0.021212224,0.026332414,0.99846786
1622905670618,-0.018530218,0.028526783,0.990178
1622905670660,-0.019749312,0.029989695,0.99310386
1622905670702,-0.0034134614,0.04559409,0.9770118
1622905670743,-0.02194368,0.031696424,0.9816444
1622905670786,-0.010728021,0.030477332,0.9587254
1622905670829,-0.019749312,0.019261673,1.000906
1622905670870,-0.037791893,0.03974244,0.97603655
1622905670911,-0.019261673,0.036328983,1.0060263
1622905670953,-0.026088595,0.028039146,0.9960297
1622905670995,-0.024138046,0.019505491,1.0113902
1622905671036,-0.022675136,0.012434752,1.0189487
1622905671077,-0.022675136,0.03462225,1.0011499
1622905671128,-0.020480767,0.03559752,1.0033442
1622905671171,-0.019749312,0.033890795,0.9933477
1622905671212,-0.029745877,0.022918954,1.097702
1622905671258,-0.023162773,0.019505491,1.0126094
1622905671301,-0.021212224,0.025113322,0.98944664
1622905671342,-0.020968404,0.03291552,0.99773645
1622905671386,-0.01779876,0.033890795,0.99310386
1622905671428,-0.030477332,0.026820054,1.0760022
1622905671468,-0.021212224,0.028770601,0.9909095
1622905671510,-0.019261673,0.024625685,0.98676455
1622905671551,-0.035109885,0.041936807,1.0694191
1622905671593,-0.018530218,0.031208787,0.9857893
1622905671634,-0.027307691,0.013897664,1.0094397
1622905671676,-0.022187497,0.025113322,1.0060263
1622905671726,-0.020236949,0.03291552,1.0031004
1622905671768,-0.020968404,0.035109885,1.0011499
1622905671809,-0.016335849,0.03072115,0.9531176
1622905671851,-0.020724585,0.03803571,0.9833511
1622905671893,-0.02169986,0.03340316,1.0040758
1622905671935,-0.019749312,0.028770601,0.98676455
1622905671979,-0.016823487,0.02755151,0.99846786
1622905672022,-0.028282965,0.02535714,1.0699068
1622905672069,-0.019261673,0.03486607,0.9911533
1622905672111,-0.01999313,0.029258238,0.99968696
1622905672152,-0.019261673,0.027795328,0.98920274
1622905672225,-0.020968404,0.030964969,1.0028566
1622905672266,-0.018774036,0.029989695,0.99749255
1622905672311,-0.01999313,0.028039146,0.99505436
1622905672352,-0.01999313,0.03486607,0.99919933
1622905672393,-0.020968404,0.029258238,1.0013937
1622905672435,-0.019749312,0.029745877,0.9940791
1622905672478,-0.020968404,0.03072115,0.9979802
1622905672528,-0.017554943,0.030964969,0.9957859
1622905672569,-0.019017855,0.031208787,0.9982241
1622905672612,-0.021456042,0.031452607,1.0004184
1622905672653,-0.019749312,0.03218406,0.9960297
1622905672695,-0.020968404,0.033890795,0.9928601
1622905672737,-0.019749312,0.028039146,0.98969036
1622905672778,-0.020968404,0.031696424,0.99919933
1622905672821,-0.018530218,0.029502057,0.9960297
1622905672862,-0.018530218,0.029745877,0.99749255
1622905672903,-0.01779876,0.029502057,0.99383533
1622905672945,-0.023162773,0.030233514,0.9962735
1622905672986,-0.020236949,0.031940244,0.99481064
1622905673028,-0.022431316,0.031208787,1.0011499
1622905673070,-0.020480767,0.030477332,1.0006622
1622905673112,-0.020236949,0.030477332,0.99505436
1622905673157,-0.020480767,0.029745877,0.9928601
1622905673214,-0.019749312,0.030477332,0.99554205
1622905673259,-0.019749312,0.029989695,0.99919933
1622905673302,-0.019017855,0.029745877,0.9957859
1622905673345,-0.01999313,0.031940244,0.99919933
1622905673386,-0.02169986,0.029745877,0.99919933
1622905673428,-0.018530218,0.029258238,1.0011499
1622905673471,-0.018530218,0.028526783,0.99846786
1622905673514,-0.019749312,0.028039146,0.99383533
1622905673556,-0.019749312,0.029989695,0.9940791
1622905673600,-0.018042581,0.029989695,0.99310386
1622905673640,-0.01999313,0.031208787,0.9987117
1622905673681,-0.019505491,0.031208787,0.99529827
1622905673725,-0.020724585,0.029258238,0.99773645
1622905673767,-0.020480767,0.030964969,1.0011499
1622905673808,-0.0182864,0.031452607,0.9911533
1622905673848,-0.020480767,0.031452607,0.99505436
1622905673890,-0.020724585,0.031696424,0.99432296
1622905673932,-0.018530218,0.028526783,0.9940791
1622905673975,-0.012190933,0.030964969,1.0035881
1622905674016,-0.021212224,0.036328983,1.0006622
1622905674061,-0.016335849,0.029258238,0.9965173
1622905674104,-0.0182864,0.02755151,0.9928601
1622905674152,-0.019749312,0.031208787,0.99749255
1622905674193,-0.029502057,0.025844777,1.0799032
1622905674234,-0.016823487,0.033159338,0.9960297
1622905674276,-0.015116757,0.032671697,0.9689659
1622905674326,-0.019261673,0.030964969,1.0004184
1622905674369,-0.020236949,0.02901442,1.0208992
1622905674411,-0.020724585,0.024869503,0.9833511
1622905674454,-0.01999313,0.027307691,1.0023689
1622905674495,-0.020480767,0.033890795,0.984814
1622905674541,-0.019017855,0.028039146,0.98603314
1622905674585,-0.025844777,0.025113322,1.0182172
1622905674648,-0.018530218,0.027307691,0.9928601
1622905674689,-0.019261673,0.030233514,0.99773645
1622905674730,-0.021212224,0.029989695,0.99773645
1622905674774,-0.017067306,0.03072115,0.9962735
1622905674814,-0.019749312,0.030233514,0.9979802
1622905674857,-0.0182864,0.029745877,0.9960297
1622905674899,-0.019749312,0.035109885,0.94336486
1622905674940,-0.020724585,0.03462225,0.99456674
1622905674982,-0.019505491,0.03291552,0.99919933
1622905675028,-0.039010983,0.024381867,1.0996526
1622905675068,-0.016579669,0.031452607,1.0177295
1622905675111,-0.026820054,0.027795328,1.0255318
1622905675153,-0.0136538455,0.031696424,0.97359836
1622905675202,-0.030233514,0.025844777,1.0230936
1622905675274,-0.029502057,0.028770601,1.0052948
1622905675340,-0.015360575,0.031696424,0.9714041
1622905675382,-0.010728021,0.038523346,0.9309301
1622905675423,-0.018042581,0.03340316,0.99919933
1622905675465,-0.021456042,0.031940244,1.0101712
1622905675506,-0.017311124,0.02365041,0.9962735
1622905675547,-0.018774036,0.029258238,0.9994431
1622905675600,-0.020480767,0.033159338,1.0001746
1622905675641,-0.014629119,0.029502057,0.96506464
1622905675684,-0.020236949,0.037304256,1.0228498
1622905675727,-0.016335849,0.029502057,1.0038319
1622905675777,-0.017311124,0.022675136,1.0369912
1622905675823,-0.0073145595,0.02169986,1.047963
1622905675865,-0.014629119,0.025844777,0.98993427
1622905675911,-0.019749312,0.036328983,0.9584816
1622905675956,-0.019749312,0.03437843,0.97847474
1622905676008,-0.021456042,0.03413461,0.99993074
1622905676049,-0.019261673,0.03413461,0.99993074
1622905676091,-0.020968404,0.037548073,0.9823758
1622905676135,-0.02194368,0.030233514,0.9909095
1622905676178,-0.018530218,0.026820054,0.9962735
1622905676221,-0.018530218,0.028039146,0.9965173
1622905676266,-0.024381867,0.040717717,0.9965173
1622905676317,-0.019017855,0.032671697,1.0101712
1622905676366,-0.020724585,0.031452607,0.9940791
1622905676410,-0.0136538455,0.027063873,0.957994
1622905676454,-0.018774036,0.024138046,0.99529827
1622905676501,-0.019505491,0.02901442,0.9982241
1622905676544,-0.019017855,0.03242788,0.99968696
1622905676585,-0.016335849,0.0431559,0.9648209
1622905676627,-0.022187497,0.02901442,0.99529827
1622905676674,-0.019017855,0.027063873,0.9957859
1622905676724,-0.019505491,0.028282965,0.99846786
1622905676768,-0.020480767,0.039010983,0.97067255
1622905676809,-0.020968404,0.031452607,0.98603314
1622905676851,-0.0182864,0.028282965,0.9965173
1622905676894,-0.015360575,0.020480767,0.9679906
1622905676944,-0.014629119,0.038523346,0.98700845
1622905676988,-0.019505491,0.037304256,1.0001746
1622905677033,-0.01999313,0.03340316,0.99968696
1622905677073,-0.020236949,0.030964969,1.0033442
1622905677118,-0.018042581,0.023894228,0.9982241
1622905677168,-0.017067306,0.028770601,1.0001746
1622905677208,-0.019749312,0.029745877,0.99968696
1622905677254,-0.020968404,0.039010983,1.0126094
1622905677294,-0.019017855,0.033890795,0.99773645
1622905677335,-0.0182864,0.027063873,0.99773645
1622905677376,-0.012190933,0.0136538455,0.94897264
1622905677419,-0.024869503,0.03291552,1.0257756
1622905677470,-0.018774036,0.035353705,1.0033442
1622905677512,-0.018042581,0.030233514,0.99993074
1622905677552,-0.01609203,0.029745877,0.98969036
1622905677594,-0.01779876,0.026332414,1.0033442
1622905677637,-0.020236949,0.033646975,0.99993074
1622905677680,-0.020236949,0.033159338,0.9989555
1622905677733,-0.019749312,0.025600959,1.0294328
1622905677775,-0.016823487,0.029989695,1.0006622
1622905677821,-0.015848212,0.025113322,0.9972488
1622905677882,-0.02365041,0.03413461,0.99383533
1622905677929,-0.018774036,0.028526783,0.99676114
1622905677971,-0.022187497,0.031452607,0.99505436
1622905678013,-0.02194368,0.04730082,1.1952295
1622905678055,-0.013897664,0.023894228,0.99310386
1622905678097,-0.0182864,0.030477332,0.9965173
1622905678142,-0.021212224,0.03462225,0.99676114
1622905678184,-0.019505491,0.031452607,0.9965173
1622905678226,-0.013166207,0.018774036,0.97896236
1622905678268,-0.018530218,0.018530218,0.9840826
1622905678310,-0.020968404,0.04144917,0.99919933
1622905678357,-0.020236949,0.03340316,0.9979802
1622905678402,-0.018530218,0.026576236,0.99383533
1622905678447,-0.019261673,0.028770601,0.99505436
1622905678489,-0.019017855,0.030233514,0.9960297
1622905678538,-0.019749312,0.03072115,0.99529827
1622905678581,-0.01999313,0.030964969,0.99529827
1622905678622,-0.02755151,0.06363667,1.0165104
1622905678666,-0.014385301,0.035109885,1.0021251
1622905678723,-0.0182864,0.031940244,0.9994431
1622905678772,-0.016579669,0.024138046,0.9748175
1622905678812,-0.014872938,0.018042581,0.9743299
1622905678853,-0.01999313,0.033646975,0.99554205
1622905678896,-0.01999313,0.031696424,0.99529827
1622905678940,-0.01999313,0.029745877,0.99554205
1622905678980,-0.019017855,0.029258238,0.9957859
1622905679022,-0.020236949,0.029745877,0.99554205
1622905679063,-0.018774036,0.030477332,0.9957859
1622905679106,-0.028526783,0.05047046,1.0087082
1622905679148,-0.017067306,0.028282965,0.9904219
1622905679191,-0.01609203,0.026332414,0.9940791
1622905679245,-0.01999313,0.031208787,0.99383533
1622905679286,-0.019017855,0.030233514,0.9960297
1622905679330,-0.019505491,0.030477332,0.9957859
1622905679371,-0.019749312,0.029745877,0.99529827
1622905679414,-0.01999313,0.029745877,0.99529827
1622905679455,-0.019261673,0.029745877,0.99554205
1622905679497,-0.019749312,0.029989695,0.9957859
1622905679539,-0.019017855,0.029745877,0.99529827
1622905679581,-0.019261673,0.029502057,0.99554205
1622905679625,-0.019505491,0.03072115,0.99554205
1622905679666,-0.019017855,0.030477332,0.9960297
1622905679710,-0.019261673,0.02901442,0.9957859
1622905679753,-0.019749312,0.029989695,0.99456674
1622905679795,-0.019749312,0.030964969,0.9960297
1622905679841,-0.023894228,0.0019505492,0.87704617
1622905679881,-0.0431559,0.072170325,1.0813662
1622905679931,-0.03218406,0.057297383,0.959213
1622905679973,-0.0365728,0.03340316,0.99529827
1622905680015,-0.021456042,0.033646975,1.0043194
1622905680057,-0.019017855,0.031208787,0.9960297
1622905680101,-0.019749312,-4.876373E-4,0.6761396
1622905680148,-0.0365728,0.038767166,1.0996526
1622905680191,-0.026088595,0.03559752,0.99676114
1622905680234,-0.024625685,0.035109885,0.99505436
1622905680275,-0.018774036,0.03072115,0.9987117
1622905680317,-0.019017855,0.029989695,0.9982241
1622905680366,0.001462912,-0.047544636,0.9733546
1622905680407,-0.023162773,0.043643538,0.6812598
1622905680448,-0.035109885,0.05315247,0.9672591
1622905680493,-0.019017855,0.038767166,0.99773645
1622905680537,-0.020968404,0.029502057,0.99919933
1622905680580,-0.019261673,0.026332414,0.99846786
1622905680621,-0.010240383,0.038523346,0.71417534
1622905680663,-0.020480767,0.04461881,1.0133408
1622905680705,-0.014385301,0.019017855,0.9909095
1622905680746,-0.02194368,0.03291552,0.98895895
1622905680788,-0.02365041,0.029989695,0.9933477
1622905680831,-0.025113322,0.018774036,0.8916753
1622905680872,-0.020480767,0.06509958,0.9199583
1622905680913,-0.017067306,0.030233514,1.0262632
1622905680954,-0.018774036,0.025113322,1.0040758
1622905680996,-0.014385301,0.029258238,0.9887151
1622905681037,-0.025600959,0.024138046,0.9887151
1622905681079,0.008533653,-0.008046015,1.136713
1622905681126,-0.018530218,0.056809746,0.9979802
1622905681166,-0.029258238,0.024625685,1.0074892
1622905681207,-0.024869503,0.036085162,0.99432296
1622905681249,-0.020968404,0.02535714,0.9962735
1622905681317,-0.020724585,0.026820054,0.98969036
1622905681358,-0.028526783,0.054615382,0.9170324
1622905681408,-0.02901442,0.02365041,0.98993427
1622905681449,-0.01999313,0.04559409,0.9887151
1622905681491,-0.02755151,0.019505491,0.99968696
1622905681531,-0.014141482,0.03559752,1.0145599
1622905681575,0.0043887356,-0.012190933,0.25576577
1622905681619,-0.019017855,0.03340316,1.0486945
1622905681673,-0.014629119,0.03827953,0.99212855
1622905681753,-0.029989695,0.040961534,0.9828635
1622905681794,-0.0019505492,-0.03437843,1.0267509
1622905681863,-0.0182864,0.0031696425,0.96067595
1622905681917,-0.025113322,0.047788456,0.9970049
1622905681976,-0.029258238,0.039010983,0.9960297
1622905682019,0.001462912,-0.031452607,1.1150131
1622905682067,-0.020968404,-0.0075583784,0.9987117
1622905682112,-0.0182864,-4.876373E-4,0.9765242
1622905682346,-0.014141482,0.030233514,0.99919933
1622905682393,-0.011215658,0.022187497,0.9972488
1622905682459,-0.024138046,0.03242788,0.9670152
1622905682524,-0.029745877,0.03340316,0.9594569
1622905682567,-0.026820054,0.04510645,1.0155351
1622905682623,-0.019261673,0.031940244,0.9989555
1622905682692,-0.016823487,0.02755151,0.9840826
1622905682734,0.018530218,0.04169299,0.25869158
1622905682817,0.0019505492,0.01609203,0.95775014
1622905682859,-0.022918954,0.037791893,1.0043194
1622905682935,-0.024138046,0.03340316,1.0004184
1622905683008,-0.026088595,0.04730082,1.0391855
1622905683070,-0.022918954,0.0365728,1.0004184
1622905683116,-0.022187497,0.03413461,0.9989555
1622905683157,0.015848212,-0.030964969,0.87655854
1622905683198,-0.02365041,0.06680632,1.0070015
1622905683241,-0.03974244,0.035353705,0.9957859
1622905683282,-0.017067306,0.019505491,0.9962735
1622905683326,-0.025600959,0.043643538,1.0087082
1622905683418,-0.020480767,0.029989695,0.99773645
1622905683576,-0.020724585,0.02901442,0.99773645
1622905683688,-0.02194368,0.030477332,0.99846786
1622905683793,-0.021212224,0.03072115,0.99846786
1622905683842,-0.008533653,0.03218406,1.005051
